"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","23028","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","22938","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","22098","","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","23913","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","24714","","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","25053","","","","0"
"2016","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","24648","","","","0"
"2017","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","24528","","","","0"
"2018","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","25080","","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","23181","","","","0"
"2020","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","22593","","","","0"
"2021","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","21960","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9288","","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9714","","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9672","","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9915","","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9732","","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9384","","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","9522","","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","8928","","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","10488","","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","11916","","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","12687","","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","13071","","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","13257","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","13887","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","13881","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","14400","","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","14544","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","14604","","","","0"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","14562","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","15057","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","14946","","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","16851","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","17001","","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","17970","","","","0"
"2016","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","18726","","","","0"
"2017","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","18579","","","","0"
"2018","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","18309","","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","17760","","","","0"
"2020","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79586501","6.1.1.1.6.1","16926","","","","0"
